    Lp	    Lc	 Width	  Wall	File 
 0.070	 0.070	 0.000	 0.000	                        
 1.020	 1.130	30.977	 0.000	                        
 0.580	 0.600	17.984	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.840	 0.900	34.002	10.010	                        
 0.340	 0.360	20.052	10.010	                        
 2.440	 2.630	22.382	 5.390	                        
 1.920	 2.020	28.959	 0.000	                        
 2.000	 2.200	36.991	 0.000	                        
 1.680	 1.960	33.694	 0.000	                        
 0.330	 0.350	19.093	 6.930	                        
 2.140	 3.190	31.133	 0.000	                        
 0.030	 0.030	 0.000	 0.000	                        
 0.170	 0.170	 0.000	 0.000	                        
 0.960	 1.400	26.963	13.090	                        
 0.040	 0.040	 0.000	 0.000	                        
 0.250	 0.490	13.644	 0.000	                        
 0.750	 0.880	22.327	 6.160	                        
 2.070	 2.210	24.558	 0.000	                        
 0.270	 0.290	22.522	 0.000	                        
 0.540	 0.550	42.743	 0.000	                        
 2.940	 3.100	43.024	 0.000	                        
 0.500	 0.570	16.728	 0.000	                        
 0.070	 0.070	 0.000	 0.000	                        
 1.810	 2.720	17.679	 0.000	                        
 0.670	 0.750	16.803	 0.000	                        
 0.030	 0.040	 0.000	 0.000	                        
 0.570	 0.630	21.019	 8.470	                        
 1.450	 2.150	27.551	 0.000	                        
 0.030	 0.030	 0.000	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.160	 0.170	 0.000	 0.000	                        
 0.850	 1.570	35.268	 0.000	                        
 1.890	 2.060	26.376	 0.000	                        
 1.490	 1.700	25.471	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 2.210	 2.370	31.335	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.200	 0.210	 0.000	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.780	 0.800	23.199	10.010	                        
 1.230	 2.020	37.093	 0.000	                        
 0.510	 0.570	24.246	 0.000	                        
 1.330	 2.740	24.481	 0.000	                        
 0.380	 0.480	44.780	 0.000	                        
 1.790	 2.080	18.776	 1.540	                        
 0.340	 0.660	22.746	 0.000	                        
 1.140	 1.200	37.755	 0.000	                        
 1.840	 2.050	33.069	 0.000	                        
 1.770	 2.350	31.901	14.630	                        
 1.140	 1.250	30.480	11.550	                        
 0.110	 0.110	 0.000	 0.000	                        
 0.200	 0.200	 5.878	 0.000	                        
 3.060	 3.280	29.555	 0.000	                        
 1.060	 1.130	15.479	 7.700	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.710	 0.780	22.870	 7.700	                        
 0.430	 0.480	15.286	 4.620	                        
 0.730	 0.960	15.428	 2.310	                        
 1.160	 1.250	27.621	 0.000	                        
 0.550	 0.580	17.566	 0.000	                        
 0.790	 1.520	21.116	 0.000	                        
 1.230	 2.240	26.486	 0.000	                        
 0.910	 1.030	18.354	 0.000	                        
 1.670	 1.810	24.273	10.780	                        
 0.040	 0.040	 0.000	 0.000	                        
 0.740	 0.800	27.707	10.010	                        
 1.120	 1.210	39.551	18.480	                        
 0.080	 0.100	 0.000	 0.000	                        
 2.780	 2.960	28.150	 9.240	                        
 0.330	 0.430	14.509	 3.850	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.530	 0.560	35.855	16.940	                        
 0.450	 0.490	29.421	 0.000	                        
 0.120	 0.150	 0.000	 0.000	                        
 1.150	 1.890	42.746	 0.000	                        
 0.950	 1.190	19.121	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 2.170	 2.300	39.531	13.860	                        
 2.230	 2.480	15.959	 0.000	                        
 2.150	 2.280	17.325	 0.000	                        
 3.860	 4.810	28.869	 0.000	                        
 0.470	 0.520	17.792	 8.470	                        
 0.040	 0.040	 0.000	 0.000	                        
 1.220	 1.910	37.406	17.710	                        
 0.410	 0.450	20.706	 0.000	                        
 1.460	 1.640	26.506	 0.000	                        
 1.380	 2.920	21.193	 0.000	                        
 0.770	 0.830	20.830	 0.000	                        
 1.170	 1.280	48.577	20.790	                        
 0.530	 0.620	23.393	 0.000	                        
 1.440	 1.610	28.912	12.320	                        
 1.680	 2.120	20.611	 0.000	                        
 0.860	 1.260	21.273	 0.000	                        
 2.690	 2.860	19.901	 9.240	                        
 2.040	 2.810	27.492	 0.000	                        
 0.150	 0.160	 0.000	 0.000	                        
 1.850	 1.970	23.495	 0.000	                        
 0.990	 1.180	26.468	 0.000	                        
 1.220	 1.810	26.807	 0.000	                        
 1.420	 1.870	22.448	 0.000	                        
 0.380	 0.440	18.562	 9.240	                        
 2.500	 2.660	32.764	 9.240	                        
 3.330	 3.490	24.827	 0.000	                        
 0.810	 0.880	29.820	 0.000	                        
 1.130	 1.240	26.707	 8.470	                        
 1.340	 2.220	28.970	 0.000	                        
 0.430	 0.710	27.268	 0.000	                        
 0.400	 0.400	60.317	21.560	                        
 2.510	 2.600	32.472	15.400	                        
 2.140	 2.560	36.354	 0.000	                        
 0.930	 0.960	21.385	 0.000	                        
 1.280	 1.410	22.438	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.800	 1.390	20.409	 0.000	                        
 0.110	 0.110	 0.000	 0.000	                        
 3.780	 4.110	41.546	16.170	                        
 2.760	 2.960	24.774	 0.000	                        
 0.950	 1.190	29.931	 0.000	                        
 1.210	 1.390	19.902	 0.000	                        
 2.230	 3.530	15.167	 0.000	                        
 0.720	 0.840	17.024	 6.930	                        
 2.800	 2.990	34.271	10.780	                        
 0.820	 1.830	22.079	 0.000	                        
 1.640	 2.430	28.870	 0.000	                        
 0.590	 0.590	38.653	 0.000	                        
 0.480	 0.770	17.304	 0.000	                        
 0.660	 0.750	20.341	10.010	                        
 1.270	 1.590	22.915	 9.240	                        
 1.520	 1.690	37.409	13.860	                        
 2.470	 2.650	12.410	 5.390	                        
 0.490	 0.650	21.799	 9.240	                        
 0.040	 0.050	 0.000	 0.000	                        
 1.890	 2.000	33.334	13.860	                        
 1.430	 1.630	37.460	 0.000	                        
 0.210	 0.220	13.728	 2.310	                        
 2.790	 3.030	27.450	 0.000	                        
 0.230	 0.240	15.855	 7.700	                        
 1.790	 3.110	34.887	 0.000	                        
 0.800	 1.460	11.781	 5.390	                        
 0.310	 0.330	16.900	 0.000	                        
 0.320	 0.330	21.684	 6.160	                        
 4.070	 6.700	35.663	 0.000	                        
 0.020	 0.020	 0.000	 0.000	                        
 0.490	 0.820	14.474	 0.000	                        
 0.680	 0.730	20.530	10.010	                        
 0.180	 0.180	 0.000	 0.000	                        
 0.070	 0.070	 0.000	 0.000	                        
 0.690	 1.250	21.863	 0.000	                        
 1.410	 1.780	38.538	16.170	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.900	 1.500	24.982	 0.000	                        
 0.530	 1.160	24.945	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.660	 0.710	18.608	 0.000	                        
 0.170	 0.180	 0.000	 0.000	                        
 0.530	 0.580	19.408	 5.390	                        
 1.230	 2.160	27.927	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.560	 0.580	23.133	 8.470	                        
 0.140	 0.140	 0.000	 0.000	                        
 1.160	 1.310	18.648	 0.000	                        
 0.260	 0.360	13.739	 6.160	                        
 0.330	 0.370	33.732	13.090	                        
 1.040	 1.260	22.942	 0.000	                        
 0.620	 0.660	 0.000	 0.000	                        
 0.850	 0.880	59.474	27.720	                        
 0.280	 0.520	25.129	 0.000	                        
 0.410	 0.440	20.437	 7.700	                        
 0.510	 0.560	17.303	 8.470	                        
 1.880	 2.190	34.531	13.090	                        
 1.030	 1.930	29.779	 0.000	                        
 2.270	 2.390	 0.000	 0.000	                        
 2.960	 3.150	32.752	15.400	                        
 2.160	 2.390	27.807	 0.000	                        
 0.780	 1.270	23.482	 0.000	                        
 1.870	 2.220	30.603	12.320	                        
 2.270	 2.370	15.998	 0.770	                        
 0.620	 0.730	23.463	 9.240	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.950	 0.990	20.764	 9.240	                        
 1.440	 1.940	57.296	26.950	                        
 0.640	 0.750	22.455	 0.000	                        
 0.700	 0.740	36.957	 5.390	                        
 0.610	 0.710	27.647	 0.000	                        
 1.550	 1.670	34.805	16.170	                        
 2.130	 3.530	 0.000	 0.000	                        
 1.560	 1.670	28.749	10.010	                        
 1.840	 2.050	22.748	 0.000	                        
 0.540	 1.190	38.773	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 2.210	 2.610	 0.000	 0.000	                        
 1.330	 2.850	36.725	 0.000	                        
 1.010	 2.040	27.508	 0.000	                        
 0.150	 0.180	 0.000	 0.000	                        
 2.540	 2.700	16.082	 6.930	                        
 0.790	 0.830	16.136	 5.390	                        
 0.340	 0.360	24.296	11.550	                        
 0.680	 0.780	24.869	 0.000	                        
 1.360	 1.430	26.385	12.320	                        
 0.370	 0.390	39.033	 6.160	                        
 2.560	 2.620	26.671	 9.240	                        
 0.800	 0.960	24.067	 0.000	                        
 1.030	 1.370	18.590	 0.000	                        
 0.290	 0.300	10.365	 0.770	                        
 0.450	 0.500	32.085	 0.000	                        
 1.020	 2.050	37.081	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 1.000	 1.170	25.482	 0.000	                        
 1.790	 1.990	22.418	 0.000	                        
 2.030	 2.210	34.105	15.400	                        
 0.150	 0.160	 0.000	 0.000	                        
 0.180	 0.180	 0.000	 0.000	                        
 0.040	 0.040	 0.000	 0.000	                        
 0.520	 0.700	18.262	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.910	 1.790	40.078	 0.000	                        
 0.190	 0.200	12.718	 5.390	                        
 1.240	 2.530	24.559	 0.000	                        
